customer_id,signup_date,plan,acquisition_channel,region,company_size,annual_contract,first_30_logins,key_feature_events_30,support_tickets_30,payment_failures_30,onboarding_score_30,duration_days_since_signup,churn_observed,study_end_date
R02017,2024-03-20,Starter,Paid Search,Europe,51-200,0,5,1,2,0,26.1,128,1,2025-06-30
R02018,2024-03-24,Starter,Paid Search,Europe,1-10,0,6,3,3,2,19.0,44,1,2025-06-30
R02019,2024-03-02,Growth,Partner,North America,1-10,0,4,1,1,0,52.8,481,1,2025-06-30
R02020,2024-04-01,Starter,Partner,North America,51-200,0,5,1,1,0,63.5,380,1,2025-06-30
R02021,2024-02-10,Starter,Paid Search,LATAM,11-50,0,3,2,1,0,45.0,135,1,2025-06-30
R02022,2024-08-03,Growth,Organic,North America,11-50,1,15,6,0,0,99.2,331,0,2025-06-30
R02023,2024-04-27,Growth,Outbound,North America,1-10,1,11,5,0,0,85.0,429,0,2025-06-30
R02024,2024-06-12,Starter,Outbound,APAC,1-10,1,6,2,2,0,67.8,160,1,2025-06-30
R02025,2024-11-05,Growth,Organic,North America,11-50,0,14,7,1,0,71.3,237,0,2025-06-30
R02026,2024-11-09,Growth,Outbound,North America,1-10,0,4,2,1,0,57.4,233,0,2025-06-30
R02027,2024-09-08,Growth,Organic,Europe,1-10,0,7,5,1,0,60.5,145,1,2025-06-30
R02028,2024-05-13,Starter,Outbound,North America,11-50,0,5,2,1,0,44.2,300,1,2025-06-30
R02029,2024-09-26,Growth,Partner,North America,1-10,0,11,6,1,0,70.8,277,0,2025-06-30
R02030,2024-07-03,Starter,Paid Search,North America,1-10,0,2,2,0,0,46.0,120,1,2025-06-30
R02031,2024-06-06,Starter,Outbound,Europe,51-200,0,6,1,2,0,39.4,153,1,2025-06-30
R02032,2024-12-26,Growth,Partner,Europe,1-10,0,10,1,0,0,66.2,186,0,2025-06-30
R02033,2024-03-23,Starter,Outbound,LATAM,201+,0,6,1,4,0,35.2,200,1,2025-06-30
R02034,2024-10-27,Growth,Organic,Europe,201+,0,13,5,1,0,73.2,246,0,2025-06-30
R02035,2024-10-13,Starter,Partner,Europe,11-50,0,5,2,2,0,29.9,260,0,2025-06-30
R02036,2024-12-03,Growth,Organic,North America,1-10,0,8,2,3,0,31.2,40,1,2025-06-30
R02037,2024-10-08,Starter,Paid Search,North America,1-10,0,12,4,0,0,86.8,265,0,2025-06-30
R02038,2024-08-30,Starter,Paid Search,Europe,51-200,0,7,3,2,0,55.5,20,1,2025-06-30
R02039,2024-09-30,Growth,Paid Search,North America,1-10,0,8,4,1,0,56.5,197,1,2025-06-30
R02040,2024-06-04,Starter,Partner,Europe,1-10,0,8,3,4,0,40.6,76,1,2025-06-30
R02041,2024-08-02,Growth,Paid Search,North America,1-10,0,8,1,2,0,60.9,332,0,2025-06-30
R02042,2024-01-07,Starter,Organic,North America,11-50,0,7,1,2,0,53.4,279,1,2025-06-30
R02043,2024-09-21,Starter,Organic,Europe,201+,0,5,1,4,0,19.3,26,1,2025-06-30
R02044,2024-08-01,Starter,Partner,Europe,11-50,0,6,1,3,0,27.4,36,1,2025-06-30
R02045,2024-12-20,Starter,Partner,APAC,1-10,0,4,1,1,0,32.5,192,0,2025-06-30
R02046,2024-05-27,Scale,Outbound,North America,1-10,1,12,5,2,1,73.4,399,0,2025-06-30
R02047,2024-10-01,Starter,Organic,APAC,1-10,0,3,3,1,1,29.0,272,0,2025-06-30
R02048,2024-03-16,Starter,Paid Search,North America,11-50,0,5,2,0,0,34.4,471,0,2025-06-30
R02049,2024-08-09,Growth,Paid Search,North America,11-50,0,10,3,0,0,64.9,325,0,2025-06-30
R02050,2024-09-09,Growth,Organic,North America,51-200,0,7,3,0,0,70.4,34,1,2025-06-30
R02051,2024-03-14,Growth,Organic,Europe,11-50,0,7,2,1,1,38.4,42,1,2025-06-30
R02052,2024-06-13,Starter,Paid Search,APAC,1-10,0,6,3,4,0,32.1,224,1,2025-06-30
R02053,2024-04-04,Growth,Partner,North America,1-10,0,8,2,1,0,43.1,452,0,2025-06-30
R02054,2024-07-24,Starter,Organic,North America,11-50,0,6,1,0,0,46.1,97,1,2025-06-30
R02055,2024-03-08,Starter,Paid Search,North America,201+,0,2,0,3,0,22.8,263,1,2025-06-30
R02056,2024-03-29,Growth,Partner,North America,11-50,0,9,6,1,0,73.0,458,0,2025-06-30
R02057,2024-12-26,Starter,Outbound,North America,1-10,1,9,5,1,0,65.6,186,0,2025-06-30
R02058,2024-06-07,Starter,Organic,LATAM,1-10,0,7,2,2,0,55.0,83,1,2025-06-30
R02059,2024-08-17,Growth,Paid Search,North America,11-50,0,13,3,2,0,65.0,113,1,2025-06-30
R02060,2024-04-02,Starter,Paid Search,North America,1-10,0,3,5,1,0,35.3,136,1,2025-06-30
R02061,2024-10-11,Starter,Paid Search,Europe,1-10,0,9,4,1,0,69.4,79,1,2025-06-30
R02062,2024-04-17,Starter,Paid Search,North America,11-50,0,4,2,0,0,62.7,209,1,2025-06-30
R02063,2024-09-04,Growth,Paid Search,North America,11-50,0,7,1,0,0,60.8,299,0,2025-06-30
R02064,2024-10-24,Scale,Paid Search,North America,51-200,0,7,7,0,0,69.9,249,0,2025-06-30
R02065,2024-09-16,Scale,Organic,North America,1-10,0,18,16,1,0,100.0,287,0,2025-06-30
R02066,2024-08-27,Growth,Organic,Europe,11-50,0,4,0,1,0,32.5,279,1,2025-06-30
R02067,2024-07-30,Growth,Paid Search,Europe,1-10,0,9,2,0,0,59.3,335,0,2025-06-30
R02068,2024-06-19,Starter,Paid Search,North America,11-50,0,6,3,1,1,52.9,376,0,2025-06-30
R02069,2024-02-02,Growth,Partner,North America,11-50,0,5,3,0,0,41.5,514,0,2025-06-30
R02070,2024-06-15,Scale,Partner,North America,1-10,1,15,8,0,0,91.1,380,0,2025-06-30
R02071,2024-05-02,Starter,Outbound,Europe,11-50,0,4,3,1,0,44.8,424,0,2025-06-30
R02072,2024-08-29,Growth,Organic,North America,1-10,0,13,6,0,0,87.2,56,1,2025-06-30
R02073,2024-05-02,Starter,Paid Search,North America,1-10,0,9,5,0,0,47.6,38,1,2025-06-30
R02074,2024-07-13,Starter,Outbound,North America,11-50,0,5,4,2,0,44.0,155,1,2025-06-30
R02075,2024-01-28,Growth,Paid Search,LATAM,1-10,0,7,4,0,0,76.0,519,0,2025-06-30
R02076,2024-12-18,Scale,Outbound,Europe,51-200,0,7,3,0,0,68.8,194,0,2025-06-30
R02077,2024-10-25,Starter,Paid Search,APAC,51-200,0,4,0,2,0,32.7,42,1,2025-06-30
R02078,2024-09-04,Growth,Partner,Europe,11-50,0,5,1,1,0,44.4,299,0,2025-06-30
R02079,2024-10-24,Growth,Organic,Europe,1-10,0,7,2,0,0,49.6,249,0,2025-06-30
R02080,2024-08-23,Scale,Paid Search,Europe,1-10,1,12,6,0,0,98.7,311,0,2025-06-30
R02081,2024-04-01,Starter,Outbound,North America,11-50,0,6,4,1,0,65.9,248,1,2025-06-30
R02082,2024-07-05,Growth,Paid Search,North America,11-50,0,11,6,3,0,63.6,360,0,2025-06-30
R02083,2024-09-26,Starter,Organic,LATAM,11-50,0,8,5,0,0,79.4,241,1,2025-06-30
R02084,2024-08-19,Growth,Paid Search,Europe,1-10,0,9,3,0,0,47.2,315,0,2025-06-30
R02085,2024-03-30,Scale,Paid Search,Europe,51-200,1,14,5,0,0,83.0,457,0,2025-06-30
R02086,2024-11-12,Starter,Paid Search,Europe,11-50,0,6,3,0,0,44.7,93,1,2025-06-30
R02087,2024-06-24,Growth,Paid Search,LATAM,1-10,0,7,1,1,0,55.7,125,1,2025-06-30
R02088,2024-07-30,Scale,Organic,North America,1-10,1,16,8,0,0,91.6,335,0,2025-06-30
R02089,2024-05-21,Scale,Partner,APAC,1-10,1,16,12,0,0,100.0,405,0,2025-06-30
R02090,2024-02-13,Growth,Organic,North America,11-50,0,6,0,0,0,46.7,140,1,2025-06-30
R02091,2024-10-16,Growth,Partner,North America,1-10,0,5,3,0,0,64.3,4,1,2025-06-30
R02092,2024-04-11,Growth,Outbound,APAC,1-10,0,6,7,0,0,71.3,445,0,2025-06-30
R02093,2024-04-05,Starter,Partner,LATAM,11-50,0,3,1,1,0,35.7,85,1,2025-06-30
R02094,2024-09-19,Starter,Paid Search,North America,1-10,0,3,1,0,0,33.5,232,1,2025-06-30
R02095,2024-08-02,Starter,Organic,Europe,51-200,0,6,2,0,0,48.8,332,0,2025-06-30
R02096,2024-11-28,Scale,Outbound,North America,1-10,0,8,6,0,0,76.3,214,0,2025-06-30
R02097,2024-02-11,Growth,Paid Search,Europe,1-10,0,1,2,0,0,39.2,29,1,2025-06-30
R02098,2024-07-19,Starter,Paid Search,North America,51-200,1,5,1,1,0,64.5,244,1,2025-06-30
R02099,2024-07-18,Growth,Paid Search,North America,1-10,0,4,3,0,1,49.4,26,1,2025-06-30
R02100,2024-01-22,Starter,Outbound,Europe,11-50,0,6,1,0,0,38.2,136,1,2025-06-30
R02101,2024-01-13,Starter,Paid Search,North America,201+,0,5,3,2,0,39.1,18,1,2025-06-30
R02102,2024-08-29,Growth,Paid Search,North America,11-50,0,9,1,0,0,69.5,305,0,2025-06-30
R02103,2024-05-11,Starter,Organic,North America,1-10,0,8,2,2,0,47.1,415,0,2025-06-30
R02104,2024-02-24,Starter,Partner,Europe,51-200,0,3,1,2,0,39.3,210,1,2025-06-30
R02105,2024-02-05,Scale,Paid Search,North America,11-50,0,11,7,0,0,95.7,280,1,2025-06-30
R02106,2024-12-06,Starter,Paid Search,Europe,51-200,1,10,5,1,0,89.4,154,1,2025-06-30
R02107,2024-03-07,Growth,Paid Search,Europe,1-10,0,9,2,1,0,58.6,372,1,2025-06-30
R02108,2024-11-29,Starter,Paid Search,Europe,51-200,0,1,1,1,0,40.8,36,1,2025-06-30
R02109,2024-03-07,Starter,Outbound,North America,11-50,0,1,2,1,1,15.6,19,1,2025-06-30
R02110,2024-01-19,Growth,Paid Search,Europe,1-10,1,11,5,0,0,72.1,187,1,2025-06-30
R02111,2024-07-14,Starter,Organic,LATAM,11-50,0,7,2,2,0,56.7,280,1,2025-06-30
R02112,2024-03-03,Starter,Partner,Europe,1-10,1,13,4,0,1,82.3,362,1,2025-06-30
R02113,2024-08-20,Scale,Paid Search,APAC,11-50,1,7,6,2,1,62.0,40,1,2025-06-30
R02114,2024-06-06,Growth,Paid Search,North America,1-10,0,8,3,1,0,62.2,389,0,2025-06-30
R02115,2024-03-07,Growth,Outbound,APAC,11-50,1,11,4,1,0,78.6,480,0,2025-06-30
R02116,2024-11-22,Starter,Partner,North America,51-200,0,7,3,0,0,60.8,220,0,2025-06-30
R02117,2024-06-09,Growth,Paid Search,LATAM,11-50,0,4,1,0,0,36.1,386,0,2025-06-30
R02118,2024-04-04,Starter,Outbound,Europe,51-200,0,3,1,1,0,54.9,58,1,2025-06-30
R02119,2024-10-24,Starter,Partner,APAC,51-200,0,3,3,3,0,44.2,249,0,2025-06-30
R02120,2024-05-08,Scale,Paid Search,North America,1-10,0,5,3,1,0,48.1,418,0,2025-06-30
R02121,2024-08-22,Starter,Organic,Europe,11-50,0,6,4,4,0,32.7,312,0,2025-06-30
R02122,2024-07-21,Starter,Organic,APAC,1-10,0,4,2,0,0,52.2,297,1,2025-06-30
R02123,2024-04-24,Growth,Outbound,APAC,11-50,0,10,5,2,0,57.9,432,0,2025-06-30
R02124,2024-10-09,Scale,Partner,APAC,11-50,1,10,4,1,0,76.9,264,0,2025-06-30
R02125,2024-10-07,Growth,Partner,North America,201+,0,2,1,0,0,31.9,136,1,2025-06-30
R02126,2024-06-07,Starter,Outbound,North America,1-10,0,5,3,0,0,53.9,388,0,2025-06-30
R02127,2024-09-25,Growth,Partner,APAC,51-200,0,11,5,1,0,78.2,278,0,2025-06-30
R02128,2024-04-29,Starter,Partner,LATAM,11-50,1,9,3,2,0,58.5,427,0,2025-06-30
R02129,2024-10-07,Growth,Outbound,LATAM,11-50,0,13,2,4,0,47.2,231,1,2025-06-30
R02130,2024-09-27,Growth,Partner,Europe,11-50,0,8,3,0,0,66.2,276,0,2025-06-30
R02131,2024-12-02,Starter,Organic,Europe,11-50,0,7,1,1,0,37.6,210,0,2025-06-30
R02132,2024-01-11,Scale,Outbound,North America,1-10,0,8,2,1,0,56.6,536,0,2025-06-30
R02133,2024-07-04,Scale,Organic,APAC,11-50,0,12,5,1,0,76.2,361,0,2025-06-30
R02134,2024-11-29,Growth,Organic,Europe,11-50,0,10,3,2,0,46.7,185,1,2025-06-30
R02135,2024-03-12,Starter,Paid Search,APAC,1-10,0,5,0,2,1,25.6,174,1,2025-06-30
R02136,2024-02-18,Scale,Outbound,North America,11-50,1,14,8,6,0,75.3,252,1,2025-06-30
R02137,2024-04-03,Starter,Organic,LATAM,11-50,0,2,1,3,0,36.1,231,1,2025-06-30
R02138,2024-11-15,Scale,Outbound,LATAM,11-50,0,9,9,1,0,88.4,48,1,2025-06-30
R02139,2024-06-05,Starter,Organic,North America,1-10,0,7,2,0,0,59.3,390,0,2025-06-30
R02140,2024-07-17,Starter,Organic,LATAM,51-200,0,3,1,2,0,20.7,341,1,2025-06-30
R02141,2024-09-30,Growth,Organic,Europe,51-200,0,6,1,1,0,42.5,273,0,2025-06-30
R02142,2024-09-24,Starter,Paid Search,APAC,1-10,1,4,2,0,0,51.4,279,0,2025-06-30
R02143,2024-03-02,Starter,Paid Search,North America,1-10,1,6,2,1,0,63.7,485,0,2025-06-30
R02144,2024-12-23,Starter,Paid Search,Europe,1-10,0,4,1,2,0,40.6,105,1,2025-06-30
R02145,2024-06-14,Scale,Organic,Europe,1-10,1,10,3,3,0,56.8,381,0,2025-06-30
R02146,2024-06-05,Growth,Outbound,LATAM,1-10,0,5,4,1,0,44.1,390,0,2025-06-30
R02147,2024-04-10,Growth,Paid Search,Europe,51-200,1,10,3,1,0,69.5,446,0,2025-06-30
R02148,2024-01-27,Starter,Partner,Europe,51-200,1,4,0,0,0,58.9,520,0,2025-06-30
R02149,2024-11-07,Starter,Outbound,LATAM,11-50,0,8,3,1,1,36.9,151,1,2025-06-30
R02150,2024-05-08,Starter,Organic,Europe,1-10,0,4,2,2,0,39.7,418,0,2025-06-30
R02151,2024-02-15,Growth,Organic,Europe,51-200,1,9,3,0,0,75.7,174,1,2025-06-30
R02152,2024-03-03,Scale,Outbound,North America,11-50,1,6,4,2,0,65.6,484,0,2025-06-30
R02153,2024-10-21,Growth,Paid Search,Europe,11-50,1,3,0,0,0,46.2,252,0,2025-06-30
R02154,2024-03-13,Starter,Paid Search,Europe,1-10,0,8,4,3,0,49.4,63,1,2025-06-30
R02155,2024-04-07,Growth,Paid Search,North America,11-50,1,13,6,0,0,93.4,449,0,2025-06-30
R02156,2024-12-14,Starter,Organic,APAC,1-10,0,11,6,1,0,88.9,198,0,2025-06-30
R02157,2024-11-13,Starter,Paid Search,North America,11-50,1,9,3,0,0,53.3,229,0,2025-06-30
R02158,2024-07-02,Starter,Paid Search,North America,1-10,1,7,3,2,0,44.5,80,1,2025-06-30
R02159,2024-04-29,Starter,Partner,North America,11-50,0,7,1,0,0,54.5,427,0,2025-06-30
R02160,2024-12-16,Starter,Organic,APAC,1-10,0,4,4,0,0,41.3,143,1,2025-06-30
R02161,2024-10-04,Starter,Organic,Europe,11-50,0,1,1,2,0,32.0,176,1,2025-06-30
R02162,2024-09-22,Growth,Organic,North America,201+,0,10,7,2,0,67.2,281,0,2025-06-30
R02163,2024-04-11,Starter,Organic,Europe,11-50,0,6,0,2,0,36.1,385,1,2025-06-30
R02164,2024-10-14,Scale,Paid Search,North America,11-50,1,11,3,0,0,84.9,116,1,2025-06-30
R02165,2024-05-29,Growth,Outbound,APAC,51-200,0,10,5,1,0,62.3,288,1,2025-06-30
R02166,2024-05-26,Scale,Organic,Europe,1-10,1,16,6,0,0,88.6,400,0,2025-06-30
R02167,2024-02-01,Starter,Outbound,LATAM,51-200,0,7,1,2,0,49.6,515,0,2025-06-30
R02168,2024-03-09,Scale,Paid Search,Europe,51-200,0,7,4,0,0,61.7,478,0,2025-06-30
R02169,2024-10-06,Growth,Partner,North America,11-50,0,6,2,0,0,58.0,200,1,2025-06-30
R02170,2024-10-31,Scale,Outbound,LATAM,11-50,1,10,3,1,0,77.4,242,0,2025-06-30
R02171,2024-05-31,Starter,Organic,APAC,11-50,0,4,3,2,0,33.7,186,1,2025-06-30
R02172,2024-12-04,Growth,Organic,North America,51-200,0,9,2,0,0,53.9,36,1,2025-06-30
R02173,2024-04-10,Starter,Paid Search,LATAM,1-10,0,7,3,1,0,40.2,12,1,2025-06-30
R02174,2024-01-20,Growth,Paid Search,North America,51-200,0,10,5,0,1,65.2,282,1,2025-06-30
R02175,2024-03-01,Growth,Paid Search,North America,1-10,0,6,3,0,0,53.5,486,0,2025-06-30
R02176,2024-06-09,Starter,Organic,APAC,1-10,0,6,4,2,0,48.1,243,1,2025-06-30
R02177,2024-03-16,Starter,Organic,LATAM,11-50,0,3,1,2,0,44.9,86,1,2025-06-30
R02178,2024-08-01,Starter,Partner,Europe,201+,1,6,4,0,0,75.6,316,1,2025-06-30
R02179,2024-12-11,Starter,Paid Search,Europe,1-10,0,6,3,3,0,48.2,183,1,2025-06-30
R02180,2024-05-08,Starter,Organic,Europe,11-50,0,6,5,1,0,51.5,104,1,2025-06-30
R02181,2024-10-22,Growth,Organic,North America,1-10,0,9,5,0,0,66.4,25,1,2025-06-30
R02182,2024-12-20,Growth,Organic,Europe,1-10,0,11,4,0,0,56.8,11,1,2025-06-30
R02183,2024-08-13,Growth,Paid Search,Europe,11-50,0,6,2,1,0,57.4,321,0,2025-06-30
R02184,2024-03-10,Starter,Paid Search,LATAM,1-10,0,5,1,3,0,29.7,168,1,2025-06-30
R02185,2024-06-30,Growth,Outbound,APAC,51-200,0,8,3,0,0,51.4,365,0,2025-06-30
R02186,2024-03-18,Starter,Partner,North America,1-10,1,8,5,3,0,62.5,396,1,2025-06-30
R02187,2024-05-31,Scale,Partner,North America,11-50,0,13,4,3,0,45.7,395,0,2025-06-30
R02188,2024-04-07,Starter,Paid Search,LATAM,51-200,0,4,4,1,0,58.3,82,1,2025-06-30
R02189,2024-02-19,Starter,Organic,Europe,11-50,1,10,2,2,0,50.9,166,1,2025-06-30
R02190,2024-05-24,Growth,Organic,North America,11-50,0,7,3,1,0,68.9,402,0,2025-06-30
R02191,2024-07-09,Growth,Outbound,North America,11-50,0,4,1,1,0,39.9,356,0,2025-06-30
R02192,2024-10-22,Starter,Partner,Europe,51-200,0,5,2,3,1,22.1,158,1,2025-06-30
R02193,2024-12-27,Starter,Paid Search,North America,1-10,0,5,4,1,0,45.9,185,0,2025-06-30
R02194,2024-05-31,Starter,Paid Search,North America,11-50,0,6,2,1,0,54.7,395,0,2025-06-30
R02195,2024-06-24,Growth,Outbound,North America,1-10,0,9,2,0,0,81.0,115,1,2025-06-30
R02196,2024-12-21,Starter,Partner,Europe,201+,0,5,1,0,0,46.9,191,0,2025-06-30
R02197,2024-11-29,Starter,Organic,North America,201+,0,10,4,1,0,77.1,51,1,2025-06-30
R02198,2024-08-11,Growth,Partner,North America,1-10,0,8,4,0,0,60.2,323,0,2025-06-30
R02199,2024-02-12,Growth,Paid Search,APAC,11-50,0,12,0,1,0,57.2,374,1,2025-06-30
R02200,2024-07-28,Scale,Paid Search,North America,1-10,0,11,6,1,1,47.5,337,0,2025-06-30
R02201,2024-07-09,Starter,Organic,North America,1-10,0,9,3,1,0,50.2,356,0,2025-06-30
R02202,2024-03-01,Growth,Organic,North America,11-50,0,11,6,1,0,78.6,417,1,2025-06-30
R02203,2024-05-18,Starter,Paid Search,North America,51-200,0,1,2,1,0,29.3,16,1,2025-06-30
R02204,2024-03-15,Growth,Paid Search,Europe,11-50,0,6,3,1,0,47.8,190,1,2025-06-30
R02205,2024-08-26,Growth,Organic,APAC,11-50,1,10,1,1,0,69.3,20,1,2025-06-30
R02206,2024-02-04,Growth,Organic,APAC,1-10,0,13,6,0,0,83.0,512,0,2025-06-30
R02207,2024-07-24,Growth,Paid Search,Europe,51-200,0,9,3,0,0,63.8,341,1,2025-06-30
R02208,2024-08-05,Starter,Partner,North America,11-50,0,2,3,6,0,16.0,127,1,2025-06-30
R02209,2024-09-07,Growth,Paid Search,Europe,201+,0,7,2,0,0,52.6,296,0,2025-06-30
R02210,2024-09-12,Starter,Paid Search,Europe,1-10,0,5,1,0,0,46.0,50,1,2025-06-30
R02211,2024-10-11,Growth,Outbound,North America,11-50,1,9,7,2,0,87.9,262,0,2025-06-30
R02212,2024-09-09,Growth,Partner,North America,1-10,0,15,7,0,0,84.3,294,0,2025-06-30
R02213,2024-04-28,Starter,Organic,North America,1-10,1,7,2,3,0,40.0,26,1,2025-06-30
R02214,2024-01-25,Growth,Organic,LATAM,1-10,0,8,5,1,0,86.8,522,0,2025-06-30
R02215,2024-10-07,Growth,Organic,LATAM,51-200,0,5,2,1,0,53.7,60,1,2025-06-30
R02216,2024-05-10,Growth,Organic,APAC,11-50,0,11,2,0,0,62.6,236,1,2025-06-30
R02217,2024-04-07,Starter,Paid Search,Europe,11-50,0,4,4,1,0,49.6,36,1,2025-06-30
R02218,2024-04-11,Scale,Outbound,Europe,1-10,0,7,2,0,0,59.0,445,0,2025-06-30
R02219,2024-12-17,Growth,Paid Search,North America,11-50,0,5,1,1,0,40.0,41,1,2025-06-30
R02220,2024-07-26,Scale,Paid Search,North America,1-10,1,14,5,1,1,82.4,339,0,2025-06-30
R02221,2024-12-14,Starter,Paid Search,North America,11-50,0,2,1,2,0,13.1,110,1,2025-06-30
R02222,2024-04-20,Starter,Partner,Europe,11-50,0,5,1,1,0,31.6,51,1,2025-06-30
R02223,2024-08-14,Growth,Partner,North America,1-10,0,9,6,0,0,86.6,320,0,2025-06-30
R02224,2024-11-01,Starter,Paid Search,North America,1-10,0,0,2,6,0,13.1,104,1,2025-06-30
R02225,2024-12-23,Growth,Paid Search,North America,1-10,0,9,2,1,0,63.1,20,1,2025-06-30
R02226,2024-04-29,Growth,Partner,North America,1-10,1,12,5,1,0,79.8,427,0,2025-06-30
R02227,2024-07-13,Starter,Organic,North America,1-10,0,7,0,1,0,31.2,46,1,2025-06-30
R02228,2024-09-29,Starter,Organic,North America,51-200,0,5,1,1,0,32.3,140,1,2025-06-30
R02229,2024-03-04,Starter,Partner,APAC,11-50,0,5,2,0,0,46.6,207,1,2025-06-30
R02230,2024-07-05,Scale,Paid Search,Europe,51-200,0,10,1,0,0,65.8,360,0,2025-06-30
R02231,2024-07-18,Starter,Organic,Europe,201+,0,7,3,3,0,52.6,142,1,2025-06-30
R02232,2024-08-31,Starter,Organic,North America,201+,0,7,2,0,1,47.4,303,0,2025-06-30
R02233,2024-12-20,Starter,Outbound,Europe,51-200,0,3,0,2,0,33.2,192,0,2025-06-30
R02234,2024-07-31,Scale,Organic,North America,11-50,1,12,5,0,0,88.6,334,0,2025-06-30
R02235,2024-09-13,Growth,Outbound,North America,11-50,0,8,6,1,1,57.2,290,0,2025-06-30
R02236,2024-04-27,Starter,Paid Search,North America,11-50,0,3,2,0,0,43.8,325,1,2025-06-30
R02237,2024-06-15,Growth,Organic,LATAM,11-50,0,6,1,1,1,44.1,199,1,2025-06-30
R02238,2024-10-30,Starter,Outbound,APAC,1-10,0,5,3,4,0,34.3,148,1,2025-06-30
R02239,2024-10-08,Scale,Partner,LATAM,51-200,0,8,7,0,0,57.8,265,0,2025-06-30
R02240,2024-09-17,Growth,Paid Search,North America,201+,0,4,6,1,0,50.2,286,0,2025-06-30
R02241,2024-12-10,Starter,Organic,APAC,51-200,0,7,2,1,1,36.9,145,1,2025-06-30
R02242,2024-04-13,Starter,Paid Search,North America,11-50,0,7,2,1,0,54.6,90,1,2025-06-30
R02243,2024-02-13,Growth,Outbound,APAC,1-10,0,11,3,0,0,60.5,503,0,2025-06-30
R02244,2024-07-28,Scale,Organic,LATAM,51-200,1,21,7,1,0,100.0,337,0,2025-06-30
R02245,2024-08-30,Growth,Paid Search,North America,11-50,0,10,5,1,0,74.3,304,0,2025-06-30
R02246,2024-02-04,Scale,Outbound,APAC,11-50,0,6,2,0,0,49.9,512,0,2025-06-30
R02247,2024-02-05,Growth,Organic,Europe,1-10,0,8,5,0,1,67.2,428,1,2025-06-30
R02248,2024-08-01,Scale,Partner,Europe,1-10,0,7,6,0,0,61.4,333,0,2025-06-30
R02249,2024-11-16,Growth,Organic,Europe,1-10,0,10,4,1,0,75.7,226,0,2025-06-30
R02250,2024-01-14,Growth,Partner,Europe,201+,0,8,2,0,0,70.4,214,1,2025-06-30
R02251,2024-02-07,Starter,Outbound,Europe,11-50,0,7,6,1,0,53.4,163,1,2025-06-30
R02252,2024-08-29,Growth,Paid Search,APAC,1-10,0,10,3,0,0,54.0,305,0,2025-06-30
R02253,2024-08-01,Starter,Paid Search,North America,1-10,0,1,2,1,0,44.3,127,1,2025-06-30
R02254,2024-10-30,Scale,Paid Search,North America,11-50,1,15,3,0,1,68.8,29,1,2025-06-30
R02255,2024-10-30,Growth,Partner,Europe,201+,0,11,5,0,1,73.6,243,0,2025-06-30
R02256,2024-01-07,Scale,Organic,Europe,11-50,0,7,8,0,0,77.7,540,0,2025-06-30
R02257,2024-04-13,Scale,Paid Search,North America,11-50,1,17,4,1,0,85.2,443,0,2025-06-30
R02258,2024-02-04,Growth,Organic,North America,11-50,0,7,2,0,0,53.0,512,0,2025-06-30
R02259,2024-07-15,Starter,Organic,LATAM,1-10,1,4,4,0,0,67.6,235,1,2025-06-30
R02260,2024-09-29,Starter,Organic,LATAM,11-50,1,7,0,2,0,38.6,190,1,2025-06-30
R02261,2024-03-11,Starter,Paid Search,North America,1-10,0,7,5,6,0,44.6,80,1,2025-06-30
R02262,2024-09-29,Growth,Paid Search,North America,1-10,0,8,2,0,0,63.9,274,0,2025-06-30
R02263,2024-11-24,Growth,Partner,North America,11-50,0,13,7,1,0,64.4,218,0,2025-06-30
R02264,2024-09-29,Scale,Paid Search,LATAM,51-200,0,11,4,2,0,75.6,274,0,2025-06-30
R02265,2024-02-14,Growth,Organic,North America,11-50,0,3,1,0,0,38.2,10,1,2025-06-30
R02266,2024-06-19,Growth,Outbound,North America,1-10,0,10,1,1,0,60.5,376,0,2025-06-30
R02267,2024-06-05,Starter,Outbound,LATAM,11-50,0,2,2,1,0,39.6,23,1,2025-06-30
R02268,2024-09-11,Scale,Organic,Europe,201+,0,10,5,0,0,73.2,292,0,2025-06-30
R02269,2024-08-05,Scale,Paid Search,Europe,1-10,0,12,4,0,0,81.0,329,0,2025-06-30
R02270,2024-03-23,Starter,Organic,North America,1-10,0,6,0,0,0,52.1,51,1,2025-06-30
R02271,2024-07-28,Starter,Outbound,APAC,11-50,0,9,2,0,0,45.0,228,1,2025-06-30
R02272,2024-11-07,Growth,Outbound,Europe,1-10,1,10,4,0,0,81.9,235,0,2025-06-30
R02273,2024-02-01,Scale,Outbound,North America,11-50,0,9,5,1,0,76.9,515,0,2025-06-30
R02274,2024-01-19,Starter,Paid Search,North America,1-10,0,3,2,1,0,48.1,173,1,2025-06-30
R02275,2024-06-18,Starter,Organic,North America,51-200,0,10,2,1,0,42.1,327,1,2025-06-30
R02276,2024-04-18,Growth,Partner,North America,11-50,1,7,1,1,0,61.4,438,0,2025-06-30
R02277,2024-12-19,Starter,Paid Search,North America,11-50,0,5,2,3,0,36.9,41,1,2025-06-30
R02278,2024-06-01,Starter,Organic,Europe,51-200,0,9,3,0,1,42.3,394,0,2025-06-30
R02279,2024-06-28,Starter,Paid Search,LATAM,11-50,0,6,0,0,1,42.5,40,1,2025-06-30
R02280,2024-07-24,Growth,Paid Search,Europe,11-50,0,7,2,1,0,47.8,341,0,2025-06-30
