customer_id,plan,industry,seats,monthly_fee,login_days_30,support_tickets_30,discount_pct,training_completed,duration_days,churn_observed
S01310,Basic,Healthcare,12,150.19,5,0,20,0,167,1
S01311,Basic,Healthcare,2,54.29,9,1,30,1,151,0
S01312,Pro,Healthcare,2,76.99,23,1,5,0,297,0
S01313,Basic,Manufacturing,3,60.73,8,0,20,1,318,0
S01314,Pro,Healthcare,4,89.23,9,1,0,1,21,1
S01315,Basic,SaaS,10,118.75,10,1,30,0,171,1
S01316,Pro,Healthcare,5,82.3,14,3,0,1,294,0
S01317,Basic,Manufacturing,3,54.12,4,3,5,0,81,1
S01318,Basic,Manufacturing,3,52.42,4,2,0,1,84,1
S01319,Pro,Manufacturing,2,77.55,14,1,0,1,237,0
S01320,Basic,Healthcare,1,44.72,7,1,10,0,45,1
S01321,Pro,Manufacturing,4,86.68,13,0,0,0,117,1
S01322,Basic,Retail,4,68.22,9,5,5,0,205,1
S01323,Pro,Retail,7,116.3,7,0,0,1,293,0
S01324,Basic,Retail,1,45.62,8,1,0,0,48,1
S01325,Basic,Retail,8,93.11,8,1,10,1,225,0
S01326,Pro,Healthcare,2,75.17,15,0,5,0,143,1
S01327,Enterprise,Healthcare,8,229.78,14,1,10,0,285,1
S01328,Basic,SaaS,3,55.54,3,1,20,0,105,1
S01329,Basic,Retail,2,50.26,9,1,10,1,141,1
S01330,Basic,SaaS,3,51.14,4,5,0,0,27,1
S01331,Pro,Healthcare,2,69.0,10,0,0,0,83,1
S01332,Enterprise,Manufacturing,12,266.89,18,1,0,1,263,0
S01333,Enterprise,Healthcare,16,251.85,19,0,0,0,215,0
S01334,Pro,Retail,2,69.13,7,0,10,0,120,1
S01335,Basic,Healthcare,4,75.0,6,2,10,0,238,1
S01336,Basic,Healthcare,6,90.97,8,4,5,0,22,1
S01337,Pro,SaaS,5,87.52,15,0,0,1,44,1
S01338,Enterprise,SaaS,3,203.87,11,1,10,1,2,1
S01339,Enterprise,Healthcare,9,228.63,11,0,10,0,189,0
S01340,Basic,Healthcare,1,44.94,6,3,20,1,226,0
S01341,Enterprise,SaaS,7,241.02,19,0,20,1,248,1
S01342,Basic,Retail,3,58.3,6,3,20,0,129,1
S01343,Enterprise,Retail,8,220.7,9,0,10,1,21,1
S01344,Enterprise,Manufacturing,2,188.25,11,1,0,0,345,0
S01345,Pro,Healthcare,6,108.3,18,1,20,1,344,0
S01346,Pro,Manufacturing,6,116.32,9,1,0,1,285,0
S01347,Pro,Retail,4,84.82,14,1,0,1,66,1
S01348,Basic,SaaS,8,80.48,4,2,0,0,38,1
S01349,Pro,Healthcare,4,90.24,16,0,10,1,331,0
S01350,Basic,Retail,7,78.02,3,2,20,1,116,1
S01351,Basic,Manufacturing,4,73.39,6,1,0,0,166,0
S01352,Pro,Retail,3,80.54,13,0,10,0,266,1
S01353,Pro,SaaS,15,142.44,14,0,0,1,304,1
S01354,Basic,Retail,4,64.4,5,4,20,0,100,1
S01355,Pro,Manufacturing,6,89.84,12,1,5,1,206,1
S01356,Basic,SaaS,3,64.73,4,1,20,1,185,0
S01357,Basic,Retail,4,75.38,4,1,20,0,207,0
S01358,Basic,Retail,6,86.24,5,1,20,0,264,0
S01359,Basic,Retail,3,51.61,9,9,10,0,61,1
S01360,Basic,Manufacturing,4,67.6,3,4,5,1,55,1
S01361,Basic,Manufacturing,4,69.5,9,1,0,1,242,1
S01362,Basic,Manufacturing,2,52.92,7,3,20,1,189,0
S01363,Enterprise,SaaS,11,251.29,18,1,0,1,225,0
S01364,Enterprise,SaaS,8,230.1,9,0,0,0,45,1
S01365,Enterprise,Healthcare,12,238.26,14,0,0,1,356,0
S01366,Basic,SaaS,9,98.93,14,3,0,0,344,0
S01367,Pro,Retail,3,77.88,8,0,0,1,178,1
S01368,Basic,Manufacturing,4,72.42,9,3,5,0,74,1
S01369,Enterprise,Retail,4,214.96,13,0,10,0,131,1
S01370,Basic,Healthcare,5,70.82,13,1,0,0,306,1
S01371,Basic,Healthcare,4,61.98,5,4,20,1,136,1
S01372,Pro,Healthcare,3,84.85,8,1,0,1,233,1
S01373,Enterprise,Healthcare,12,280.0,17,1,5,1,350,1
S01374,Basic,Retail,8,101.87,8,3,5,0,31,1
S01375,Basic,SaaS,2,53.0,8,3,5,1,146,1
S01376,Pro,SaaS,3,87.54,7,1,0,0,201,0
S01377,Pro,Manufacturing,2,74.54,12,4,10,1,135,1
S01378,Pro,SaaS,3,80.12,8,0,0,0,70,1
S01379,Pro,SaaS,5,86.32,11,0,0,1,169,0
S01380,Pro,Retail,3,74.63,10,1,20,1,256,0
S01381,Pro,Healthcare,6,108.19,15,0,5,0,215,0
S01382,Basic,Healthcare,5,63.75,2,1,5,0,129,1
S01383,Enterprise,Retail,8,254.65,12,1,5,1,213,0
S01384,Basic,SaaS,4,76.96,4,4,0,0,24,1
S01385,Basic,Manufacturing,6,94.08,4,3,10,1,14,1
S01386,Basic,Manufacturing,4,69.86,8,1,0,0,193,1
S01387,Basic,Retail,13,120.67,5,3,20,0,96,1
S01388,Pro,Manufacturing,2,78.43,9,0,0,0,227,0
S01389,Pro,SaaS,5,101.87,12,1,20,1,225,0
S01390,Basic,SaaS,2,56.05,8,4,0,0,280,0
S01391,Basic,SaaS,2,57.5,6,3,0,0,141,1
S01392,Pro,Healthcare,3,78.63,14,3,5,1,331,0
S01393,Basic,Retail,3,51.61,6,0,0,1,290,0
S01394,Pro,Healthcare,6,90.02,9,0,10,0,284,0
S01395,Pro,Healthcare,5,100.23,11,1,0,0,214,0
S01396,Basic,Manufacturing,1,47.0,5,4,0,1,25,1
S01397,Basic,Manufacturing,4,59.57,9,1,10,0,253,0
S01398,Pro,SaaS,2,76.74,13,0,10,1,322,0
S01399,Basic,Retail,2,52.73,4,1,20,0,190,1
S01400,Basic,Healthcare,2,52.73,9,2,0,1,26,1
S01401,Basic,Healthcare,3,65.89,6,3,20,1,232,0
S01402,Basic,Manufacturing,2,55.45,6,2,10,0,117,1
S01403,Basic,Manufacturing,10,114.14,7,2,5,0,186,0
S01404,Pro,Healthcare,4,77.05,8,2,0,0,328,1
S01405,Basic,Manufacturing,12,148.1,7,1,0,0,153,1
S01406,Pro,SaaS,6,107.63,12,2,0,0,20,1
S01407,Pro,SaaS,4,96.99,6,0,0,0,221,1
S01408,Basic,Manufacturing,4,76.23,8,0,10,1,340,0
S01409,Basic,Healthcare,4,67.22,6,3,10,0,76,1
S01410,Basic,Healthcare,4,68.52,6,1,0,0,113,1
S01411,Pro,Healthcare,1,68.0,13,1,0,0,101,1
S01412,Basic,Manufacturing,3,55.81,12,3,5,0,168,1
S01413,Pro,Healthcare,6,92.11,8,0,0,1,221,0
S01414,Basic,Healthcare,9,88.85,5,1,5,0,338,0
S01415,Pro,SaaS,6,114.71,9,2,20,1,211,0
S01416,Pro,SaaS,4,87.05,10,0,10,0,130,1
S01417,Basic,Healthcare,3,53.84,7,2,5,0,2,1
S01418,Basic,SaaS,3,55.31,9,0,0,0,254,0
S01419,Basic,Manufacturing,5,79.72,7,2,10,0,187,1
S01420,Basic,Manufacturing,5,60.12,10,0,10,1,244,0
S01421,Enterprise,Manufacturing,7,228.82,12,0,20,0,216,1
S01422,Enterprise,SaaS,4,214.46,14,1,20,1,235,0
S01423,Enterprise,SaaS,14,303.25,10,0,0,1,172,0
S01424,Basic,Manufacturing,6,73.05,3,3,5,0,172,1
S01425,Basic,SaaS,7,78.35,9,4,0,1,72,1
S01426,Enterprise,Retail,2,190.38,12,0,10,0,357,0
S01427,Basic,Manufacturing,3,54.83,4,0,0,0,122,1
S01428,Enterprise,Retail,2,194.89,14,1,0,1,360,0
S01429,Basic,Healthcare,5,77.29,7,3,10,0,80,1
S01430,Basic,Manufacturing,6,91.67,5,2,10,0,163,1
S01431,Pro,Healthcare,3,79.43,24,1,0,1,292,0
S01432,Pro,Retail,3,80.6,10,0,10,1,282,0
S01433,Enterprise,Retail,7,220.04,14,0,30,1,200,0
S01434,Basic,Retail,5,80.07,10,2,0,0,252,0
S01435,Pro,SaaS,1,68.87,9,0,0,0,64,1
S01436,Basic,Retail,2,47.58,5,0,5,1,273,0
S01437,Pro,Healthcare,2,78.82,14,1,10,0,196,0
S01438,Pro,Manufacturing,4,94.57,13,0,0,0,270,0
S01439,Basic,Retail,4,70.24,7,2,30,0,36,1
S01440,Basic,Healthcare,2,52.91,8,3,0,0,138,1
S01441,Pro,Manufacturing,4,81.5,6,0,0,1,272,0
S01442,Basic,Healthcare,6,77.92,10,1,20,0,192,1
S01443,Basic,Manufacturing,2,51.73,10,0,10,0,215,0
S01444,Pro,Manufacturing,10,126.9,11,0,0,0,284,0
S01445,Enterprise,Healthcare,17,280.03,19,2,0,1,196,0
S01446,Basic,SaaS,3,62.93,9,2,30,0,336,1
S01447,Pro,SaaS,3,80.29,12,1,0,0,245,0
S01448,Pro,Retail,5,83.76,11,2,0,1,335,0
S01449,Enterprise,Retail,4,199.31,14,1,0,0,178,0
S01450,Basic,SaaS,2,57.73,1,3,10,1,74,1
S01451,Enterprise,Manufacturing,7,217.92,8,0,10,1,169,0
S01452,Pro,Healthcare,2,73.45,13,1,0,1,72,1
S01453,Pro,Retail,1,69.53,13,1,10,0,272,0
S01454,Basic,Retail,3,51.14,13,0,20,0,182,0
S01455,Enterprise,Manufacturing,5,220.12,11,0,5,0,258,0
S01456,Enterprise,Manufacturing,12,279.45,13,2,5,0,181,0
S01457,Pro,SaaS,7,113.65,8,0,5,1,72,1
S01458,Basic,Healthcare,6,92.54,8,2,0,0,109,1
S01459,Pro,SaaS,2,71.53,9,1,10,0,206,1
S01460,Pro,Retail,5,92.36,7,2,5,1,356,0
S01461,Basic,Retail,4,72.81,11,1,5,0,187,0
S01462,Pro,SaaS,4,83.71,13,0,20,0,223,0
S01463,Basic,Retail,1,46.41,10,0,10,1,222,0
S01464,Basic,SaaS,3,55.88,5,3,5,0,14,1
S01465,Pro,Manufacturing,6,89.92,10,0,10,1,324,0
S01466,Pro,SaaS,6,104.98,18,1,0,0,22,1
S01467,Basic,SaaS,5,85.49,5,1,0,0,115,1
S01468,Pro,Manufacturing,3,87.16,10,0,5,0,253,0
S01469,Basic,Healthcare,7,80.01,14,2,0,0,23,1
S01470,Pro,Healthcare,3,79.63,14,1,10,1,235,1
S01471,Basic,Healthcare,2,55.88,7,3,0,1,6,1
S01472,Basic,SaaS,3,58.4,6,1,0,1,240,1
S01473,Basic,Healthcare,6,67.65,8,2,0,0,188,1
S01474,Pro,SaaS,3,88.53,14,3,20,1,345,0
S01475,Basic,Retail,5,65.77,4,0,0,0,36,1
S01476,Pro,Healthcare,5,106.21,10,0,0,1,232,0
S01477,Basic,Healthcare,2,56.7,9,1,20,0,23,1
S01478,Basic,Manufacturing,3,61.69,9,1,20,1,232,0
S01479,Basic,Manufacturing,3,65.54,6,1,5,1,168,0
S01480,Pro,Retail,1,65.89,12,1,5,1,218,0
S01481,Basic,Healthcare,14,137.42,7,1,20,1,358,0
S01482,Basic,SaaS,7,68.0,5,3,20,1,279,0
S01483,Pro,Healthcare,6,106.31,13,1,10,0,149,1
S01484,Basic,Manufacturing,5,65.29,5,1,5,0,218,1
S01485,Enterprise,Manufacturing,14,260.61,20,0,20,1,234,0
S01486,Enterprise,Retail,5,208.32,16,0,0,1,282,0
S01487,Basic,Retail,3,65.94,11,1,0,0,113,1
S01488,Pro,Healthcare,5,99.92,12,1,20,1,249,1
S01489,Basic,Healthcare,10,96.63,4,1,0,0,17,1
S01490,Pro,Manufacturing,6,114.1,8,1,0,0,122,1
S01491,Pro,Retail,4,88.48,8,2,0,0,150,0
S01492,Basic,Retail,11,98.22,8,2,0,0,45,1
S01493,Basic,Retail,4,61.36,5,1,20,0,343,0
S01494,Basic,Healthcare,3,53.42,6,2,0,0,78,1
S01495,Pro,Retail,4,88.02,10,1,0,0,273,1
S01496,Basic,Retail,3,60.51,8,4,10,0,61,1
S01497,Basic,Retail,5,77.06,6,1,20,0,186,0
S01498,Basic,Healthcare,2,55.16,11,1,5,0,55,1
S01499,Pro,Healthcare,3,85.15,13,0,5,0,305,0
S01500,Basic,Healthcare,3,53.75,9,5,5,1,190,0
S01501,Enterprise,Retail,4,197.91,17,2,0,1,84,1
S01502,Enterprise,SaaS,10,233.22,19,0,0,1,151,0
S01503,Pro,Healthcare,22,164.7,12,1,20,0,316,0
S01504,Pro,Healthcare,4,94.79,8,0,20,1,222,1
S01505,Enterprise,Healthcare,3,196.27,13,0,5,1,190,0
S01506,Pro,Manufacturing,9,99.78,11,1,10,0,187,1
S01507,Pro,SaaS,4,97.49,16,2,10,1,252,0
S01508,Pro,Healthcare,4,87.35,13,0,10,0,140,1
S01509,Basic,Manufacturing,3,52.06,10,1,10,1,207,1
S01510,Enterprise,Retail,9,252.8,17,2,5,0,295,0
S01511,Enterprise,Healthcare,11,223.28,11,0,0,1,283,1
S01512,Pro,Manufacturing,4,98.52,12,0,5,1,143,1
S01513,Pro,Manufacturing,2,72.41,12,0,0,0,355,0
S01514,Basic,Manufacturing,4,76.69,5,2,20,0,266,0
S01515,Basic,Retail,3,66.26,7,0,20,0,63,1
S01516,Basic,Manufacturing,6,95.6,3,2,0,1,3,1
S01517,Pro,Manufacturing,3,82.82,12,0,10,1,339,0
S01518,Pro,SaaS,4,77.6,9,1,10,0,144,1
S01519,Pro,Manufacturing,3,83.6,10,0,0,1,259,0
S01520,Pro,Healthcare,4,85.65,9,3,5,0,79,1
S01521,Basic,Healthcare,3,63.68,9,2,5,0,8,1
S01522,Pro,Healthcare,8,109.13,12,0,10,0,154,0
S01523,Pro,Retail,9,122.04,10,1,30,1,195,0
S01524,Pro,SaaS,5,93.02,10,2,5,1,149,1
S01525,Basic,Retail,2,56.28,9,0,0,0,42,1
S01526,Basic,Retail,2,52.31,4,3,10,0,69,1
S01527,Enterprise,Retail,9,226.89,21,1,5,1,352,0
S01528,Pro,Manufacturing,5,82.03,15,0,10,1,265,0
S01529,Pro,Retail,4,89.65,18,0,20,1,164,0
S01530,Basic,Manufacturing,2,56.44,4,2,10,1,255,0
S01531,Enterprise,Manufacturing,10,252.87,12,0,0,0,187,1
S01532,Basic,Healthcare,2,53.59,6,2,0,0,36,1
S01533,Basic,Retail,2,55.8,4,4,10,0,108,1
S01534,Basic,Healthcare,5,83.81,8,0,0,0,3,1
S01535,Pro,Healthcare,3,78.18,17,1,30,1,334,0
S01536,Basic,Healthcare,4,70.8,5,1,20,0,241,0
S01537,Pro,SaaS,4,87.69,11,0,0,0,188,1
S01538,Pro,Healthcare,3,76.84,17,1,0,0,152,0
S01539,Basic,Manufacturing,2,53.44,8,1,0,1,170,0
S01540,Enterprise,Healthcare,10,236.27,18,0,10,0,198,0
S01541,Basic,Healthcare,5,67.91,11,0,0,1,325,0
S01542,Pro,Retail,7,118.96,12,1,20,1,166,0
S01543,Pro,SaaS,5,105.81,11,0,0,1,172,0
S01544,Enterprise,Healthcare,3,206.99,12,0,0,1,151,0
S01545,Pro,Manufacturing,2,75.57,9,1,0,1,159,0
S01546,Pro,Manufacturing,4,77.59,8,1,10,0,225,0
S01547,Basic,Healthcare,2,52.0,5,3,10,0,65,1
S01548,Basic,SaaS,5,82.68,10,1,0,0,231,1
S01549,Basic,Manufacturing,4,74.07,7,0,0,0,64,1
S01550,Enterprise,Manufacturing,5,217.54,17,0,5,1,349,0
S01551,Basic,Retail,14,99.3,10,1,0,0,111,1
S01552,Pro,Retail,5,84.55,15,3,0,1,319,0
S01553,Pro,SaaS,7,106.7,13,2,10,0,225,0
S01554,Pro,SaaS,6,96.5,9,1,0,0,247,1
S01555,Enterprise,Retail,5,225.27,11,1,0,1,225,0
S01556,Pro,SaaS,5,91.15,23,1,0,1,230,0
S01557,Basic,Healthcare,3,62.86,5,1,5,0,20,1
S01558,Pro,Healthcare,6,96.25,12,1,20,1,267,0
S01559,Pro,Retail,7,107.41,13,1,10,0,233,1
S01560,Basic,Healthcare,5,74.34,5,5,20,1,70,1
S01561,Pro,SaaS,5,106.77,14,1,0,1,300,0
S01562,Enterprise,Healthcare,13,267.95,12,2,10,0,170,0
S01563,Enterprise,Healthcare,3,204.9,17,1,5,0,154,0
S01564,Basic,Healthcare,4,65.76,12,2,5,0,25,1
S01565,Enterprise,Retail,4,212.0,14,1,5,1,184,0
S01566,Pro,Retail,4,83.07,10,0,0,1,215,0
S01567,Basic,Manufacturing,4,63.15,3,2,0,0,76,1
S01568,Pro,Manufacturing,5,99.19,9,2,0,1,209,0
S01569,Basic,Retail,6,91.12,8,2,20,0,185,0
S01570,Enterprise,Retail,6,222.51,14,0,10,1,167,0
S01571,Pro,Healthcare,2,79.47,15,1,0,0,171,0
S01572,Basic,SaaS,3,67.12,2,1,5,0,48,1
S01573,Pro,Healthcare,2,78.43,9,1,10,1,311,0
S01574,Basic,SaaS,4,56.6,9,2,0,0,61,1
S01575,Basic,Manufacturing,2,53.19,8,2,0,1,16,1
S01576,Enterprise,Manufacturing,5,203.58,15,0,0,1,248,0
S01577,Pro,Manufacturing,2,70.04,14,1,0,1,159,1
S01578,Basic,Manufacturing,6,68.97,10,0,0,0,213,1
S01579,Basic,SaaS,3,51.8,2,2,30,1,145,1
S01580,Pro,Retail,2,72.28,19,1,0,1,239,0
S01581,Basic,Healthcare,2,51.95,8,2,0,0,177,0
S01582,Basic,SaaS,2,52.45,11,0,20,0,195,1
S01583,Basic,Manufacturing,4,60.8,8,0,0,1,318,0
S01584,Pro,Manufacturing,2,76.94,13,3,0,1,186,0
S01585,Pro,SaaS,4,95.5,15,4,0,1,312,0
S01586,Basic,Healthcare,3,57.12,13,1,5,1,328,1
S01587,Enterprise,SaaS,5,216.76,20,2,0,1,87,1
S01588,Basic,Retail,3,56.43,8,4,30,0,238,0
S01589,Basic,Retail,2,56.11,3,1,0,1,168,0
S01590,Basic,Retail,8,79.23,10,4,10,0,14,1
S01591,Basic,Retail,2,54.22,9,4,0,0,76,1
S01592,Pro,Manufacturing,6,108.88,10,1,5,1,209,0
S01593,Pro,Healthcare,7,95.9,9,1,5,1,318,0
S01594,Basic,SaaS,5,60.19,13,1,5,1,260,0
S01595,Pro,Healthcare,2,78.31,9,1,5,1,347,0
S01596,Basic,Manufacturing,2,52.32,8,0,0,0,302,0
S01597,Pro,Healthcare,4,78.55,9,1,0,1,186,0
S01598,Pro,Retail,4,96.39,12,2,0,1,16,1
S01599,Basic,Retail,2,50.52,6,2,20,0,171,1
S01600,Basic,Manufacturing,4,68.96,8,3,0,1,23,1
